Title,Title_URL,Image,Date
[WANSUS] Dubes Ukraina: Kami Berharap Banyak pada Indonesia ,https://www.idntimes.com/news/world/sonya-michaella/wansus-dubes-ukraina-kami-berharap-banyak-pada-indonesia,https://www.idntimes.com/assets/img/placeholder.png,"
                    
                    28 Jun 22 | 12:10
                "
"Pakai Narkoba, DJ dan Mantan Model Inisial J Ditangkap Polisi",https://www.idntimes.com/news/indonesia/irfanfathurohman/pakai-narkoba-dj-dan-mantan-model-inisial-j-ditangkap-polisi,https://cdn.idntimes.com/content-images/community/2020/05/hukuman%20narkoba_300x200.jpg,"
                    
                    28 Jun 22 | 12:02
                "
"Ada 12 Pendatang Baru, KPU: 26 Parpol Sudah Daftar Sipol",https://www.idntimes.com/news/indonesia/muhammad-ilman-nafian-2/ada-12-pendatang-baru-kpu-26-parpol-sudah-daftar-sipol,,"
                    
                    28 Jun 22 | 11:52
                "
"Polres Mimika Papua Bekuk 2 Pengedar Narkoba, 136,39 Gram Sabu Disita",https://www.idntimes.com/news/indonesia/riky-lodar/polres-mimika-papua-bekuk-2-pengedar-narkoba-13639-gram-sabu-disita,https://cdn.idntimes.com/content-images/post/20220628/img-20220628-103016-665c4e5a9a6ce563456b9da1c5da6700_300x200.jpg,"
                    
                    28 Jun 22 | 11:40
                "
Ketua BEM UI Tuntut Puan Maharani Berani Keluar Temui Massa Aksi Demo,https://www.idntimes.com/news/indonesia/yosafat-diva-bagus/ketua-bem-ui-tuntut-puan-maharani-berani-keluar-temui-massa-aksi-demo,https://cdn.idntimes.com/content-images/post/20211005/whatsapp-image-2021-10-05-at-163743-47969f2f5de0f46ff3881f78f40f83cb_300x200.jpeg,"
                    
                    28 Jun 22 | 11:29
                "
"Kapal TNI AL Temukan Gunung Api Bawah Laut di Banda, Total Ada 10 ",https://www.idntimes.com/news/indonesia/santi-dewi/kapal-tni-al-temukan-gunung-api-bawah-laut-di-banda-total-ada,https://cdn.idntimes.com/content-images/post/20210630/whatsapp-image-2021-06-30-at-071353-cb04737b4ee288d0e2e8b145c9340c55_300x200.jpeg,"
                    
                    28 Jun 22 | 11:16
                "
KPK Geledah Apartemen Ketua HIPMI Mardani Maming,https://www.idntimes.com/news/indonesia/irfanfathurohman/kpk-geledah-apartemen-ketua-hipmi-mardani-maming,https://cdn.idntimes.com/content-images/post/20220112/258842566-620640522302820-433970148186746268-n-99a65c1beb914a1779d51cc0a5d17b46_300x200.jpg,"
                    
                    28 Jun 22 | 11:15
                "
Jokowi Sebut G7 Berperan Penting Atasi Krisis Pangan Global,https://www.idntimes.com/news/world/sonya-michaella/jokowi-sebut-g7-berperan-penting-atasi-krisis-pangan-global,https://cdn.idntimes.com/content-images/post/20220628/whatsapp-image-2022-06-27-at-225139-3ba0d12151a2dbca7cfef591a8088834_300x200.jpeg,"
                    
                    28 Jun 22 | 11:08
                "
Pasien COVID-19 di RS Wisma Atlet Kemayoran Pagi Ini 110 Orang,https://www.idntimes.com/news/indonesia/dini-suciatiningrum/pasien-covid-19-di-rs-wisma-atlet-kemayoran-pagi-ini-110-orang,https://cdn.idntimes.com/content-images/post/20200916/whatsapp-image-2020-09-16-at-52211-pm-ff821b6a8dd87abf1c27383cb0e2a340_300x200.jpg,"
                    
                    28 Jun 22 | 11:00
                "
"Mahasiswa Kembali Geruduk DPR soal KUHP, Ini Tuntutannya ",https://www.idntimes.com/news/indonesia/yosafat-diva-bagus/mahasiswa-kembali-geruduk-dpr-soal-kuhp-ini-tuntutannya,https://www.idntimes.com/assets/img/placeholder.png,"
                    
                    28 Jun 22 | 10:43
                "
"Bertemu PM India-Kanada, Jokowi Bahas Kerja Sama Pangan dan Ekonomi",https://www.idntimes.com/news/world/muhammad-ilman-nafian-2/bertemu-pm-india-kanada-jokowi-bahas-kerja-sama-pangan-dan-ekonomi,https://www.idntimes.com/assets/img/placeholder.png,"
                    
                    28 Jun 22 | 10:28
                "
Kamboja Minta Junta Myanmar Bebaskan Aung San Suu Kyi ,https://www.idntimes.com/news/world/sonya-michaella/kamboja-minta-junta-myanmar-bebaskan-aung-san-suu-kyi,https://www.idntimes.com/assets/img/placeholder.png,"
                    
                    28 Jun 22 | 10:15
                "
Yenny Wahid: Saya Masalah dengan Kepemimpinan PKB Saat Ini,https://www.idntimes.com/news/indonesia/melani-hermalia-putri/yenny-wahid-saya-masalah-dengan-kepemimpinan-pkb-saat-ini,https://www.idntimes.com/assets/img/placeholder.png,"
                    
                    28 Jun 22 | 10:01
                "
"18 WNI Meninggal di Detensi Imigrasi Malaysia, Diduga Ada yang Disiksa",https://www.idntimes.com/news/world/sonya-michaella/18-wni-meninggal-di-detensi-imigrasi-malaysia-diduga-ada-yang-disiksa,https://www.idntimes.com/assets/img/placeholder.png,"
                    
                    28 Jun 22 | 09:32
                "
"Jokowi ke Luar Negeri hingga 2 Juli, Ma'ruf Amin Jadi Plt Presiden",https://www.idntimes.com/news/indonesia/muhammad-ilman-nafian-2/jokowi-ke-luar-negeri-hingga-2-juli-maruf-amin-jadi-plt-presiden,https://www.idntimes.com/assets/img/placeholder.png,"
                    
                    28 Jun 22 | 09:30
                "
Korban Dugaan Pemerkosaan oleh WN China Surati Kapolda Metro Jaya,https://www.idntimes.com/news/indonesia/irfanfathurohman/korban-pemerkosaan-wn-china-surati-kapolda-metro-jaya,https://www.idntimes.com/assets/img/placeholder.png,"
                    
                    28 Jun 22 | 09:10
                "
"Disorot Warganet, Apa yang Terjadi saat Jokowi di Ruang Kerja Mega?",https://www.idntimes.com/news/indonesia/santi-dewi/disorot-warganet-apa-yang-terjadi-saat-jokowi-di-ruang-kerja-mega,https://www.idntimes.com/assets/img/placeholder.png,"
                    
                    28 Jun 22 | 08:50
                "
"Mahasiswa Demo soal RKUHP di DPR Hari Ini, Polisi Antisipasi Penyusup",https://www.idntimes.com/news/indonesia/sandy-firdaus/mahasiswa-demo-soal-rkuhp-di-dpr-hari-ini-polisi-antisipasi-penyusup,https://cdn.idntimes.com/content-images/post/20220421/ilman-nafian-17-664d199c1413f95ba9658d8aae69c9e3_300x200.jpeg,"
                    
                    28 Jun 22 | 08:29
                "
Kemenkominfo dan UGM Kirim 6 Ribu Mahasiswa untuk Literasi di 441 Desa,https://www.idntimes.com/news/indonesia/dini-suciatiningrum/kemenkominfo-dan-ugm-kirim-6-ribu-mahasiswa-untuk-literasi-di-441-desa,https://cdn.idntimes.com/content-images/post/20200623/img-20200623-085006-efd6c39599f04d9c099d7b3639488ebf_300x200.jpg,"
                    
                    28 Jun 22 | 08:05
                "
[UPDATE] Brasil Catatkan Penambahan Kasus COVID-19 Tertinggi di Dunia,https://www.idntimes.com/news/world/sandy-firdaus/update-brasil-catatkan-penambahan-kasus-covid-19-tertinggi-di-dunia,https://cdn.idntimes.com/content-images/post/20200810/whatsapp-image-2020-08-10-at-24139-pm-381ea76db42dd345a554fcf1dc6d5ed2_300x200.jpeg,"
                    
                    28 Jun 22 | 07:55
                "
Partai Buruh Akan Gugat KPU ke MA soal Kampanye 75 Hari,https://www.idntimes.com/news/indonesia/yosafat-diva-bagus/partai-buruh-akan-uji-materi-ke-ma-soal-kampanye-75-hari,https://cdn.idntimes.com/content-images/post/20220627/whatsapp-image-2022-06-27-at-44028-pm-b44b5bd1d7d762581d42ca4cea38c0e6_300x200.jpeg,"
                    
                    28 Jun 22 | 07:30
                "
"Rudal Rusia Hantam Mal di Ukraina, 11 Orang Tewas ",https://www.idntimes.com/news/indonesia/sonya-michaella/rudal-rusia-hantam-mal-di-ukraina-11-orang-tewas,https://cdn.idntimes.com/content-images/post/20220628/screenshot-2022-06-28-at-060016-cde7e248028d9b467a8f2a4f7e5476ba_300x200.png,"
                    
                    28 Jun 22 | 07:25
                "
"WHN Deklarasikan Cacar Monyet Pandemik, Epidemiolog : Gak Sah!",https://www.idntimes.com/news/indonesia/dini-suciatiningrum/whn-deklarasikan-cacar-monyet-pandemik-epidemiolog-gak-sah,https://cdn.idntimes.com/content-images/post/20211116/monkeypox-3dff2596a014abfaf52252902cdaa4b5_300x200.jpg,"
                    
                    28 Jun 22 | 07:23
                "
Kesempatan Program Pemagangan ke Jepang Diperbanyak ,https://www.idntimes.com/news/indonesia/ezri-tri-suro-1/kesempatan-program-pemagangan-ke-jepang-csc,https://cdn.idntimes.com/content-images/post/20220628/d6039620-6f39-45c8-9f53-1fc53748b420-7e6727475f73f4c293ee9e60e797b0ac_300x200.jpg,"
                    
                    28 Jun 22 | 07:05
                "
"Prakiraan Cuaca Hari Ini 28 Juni 2022, Sebagian Batam Bakal Berawan",https://www.idntimes.com/news/indonesia/timmy-si-robot/prakiraan-cuaca-hari-ini-28-juni-2022-sebagian-batam-bakal-berawan,https://cdn.idntimes.com/content-images/community/2022/06/temp-weather-thumbnail-d2cd6894919a1b7164942b5628bbb673_300x200.png,"
                    
                    28 Jun 22 | 07:00
                "
"[QUIZ] Dari Zodiak Kamu, Kami Bisa Tahu Kamu Cocoknya Jadi Dubes Negara Mana",https://www.idntimes.com/news/world/vanny-rahman/quiz-dari-zodiak-kamu-kami-bisa-tahu-kamu-cocoknya-jadi-dubes-negara-mana-quiz,https://www.idntimes.com/assets/img/placeholder.png,"
                    
                    28 Jun 22 | 07:00
                "
Mahfud Bakal Sanksi Kepala Daerah yang Masih Rekrut Tenaga Honorer,https://www.idntimes.com/news/indonesia/santi-dewi/mahfud-bakal-sanksi-kepala-daerah-yang-masih-rekrut-tenaga-honorer,https://www.idntimes.com/assets/img/placeholder.png,"
                    
                    28 Jun 22 | 06:31
                "
Cuaca Hari Ini 28 Juni 2022: Bogor Berawan Siang dan Sore Hari,https://www.idntimes.com/news/indonesia/timmy-si-robot/cuaca-hari-ini-28-juni-2022-bogor-berawan-siang-dan-sore-hari-1,https://www.idntimes.com/assets/img/placeholder.png,"
                    
                    28 Jun 22 | 06:30
                "
"Prakiraan Cuaca Hari Ini 28 Juni 2022, Sebagian Jakarta Bakal Cerah Berawan",https://www.idntimes.com/news/indonesia/timmy-si-robot/prakiraan-cuaca-hari-ini-28-juni-2022-sebagian-jakarta-bakal-cerah-berawan,https://www.idntimes.com/assets/img/placeholder.png,"
                    
                    28 Jun 22 | 06:15
                "
"Tak Terima Jadi Tersangka, Mardani Maming Siap 'Lawan' KPK",https://www.idntimes.com/news/indonesia/gregorius-pranandito/tak-terima-jadi-tersangka-mardani-maming-siap-lawan-kpk,https://www.idntimes.com/assets/img/placeholder.png,"
                    
                    28 Jun 22 | 06:03
                "
Cuaca Indonesia 28 Juni 2022: Jawa Tengah Berawan Sepanjang Hari,https://www.idntimes.com/news/indonesia/timmy-si-robot/cuaca-indonesia-28-juni-2022-jawa-tengah-berawan-sepanjang-hari,https://www.idntimes.com/assets/img/placeholder.png,"
                    
                    28 Jun 22 | 06:00
                "
Kominfo Ungkap Alasan Banyak PSE Belum Daftar,https://www.idntimes.com/news/indonesia/lia-hutasoit-1/kominfo-ungkap-alasan-banyak-pse-belum-daftar,https://www.idntimes.com/assets/img/placeholder.png,"
                    
                    28 Jun 22 | 05:30
                "
Daftar 32 Nama Jalan dan Gedung di Jakarta yang Diganti Anies Baswedan,https://www.idntimes.com/news/indonesia/uji-sukma-medianti-1/daftar-32-nama-jalan-dan-gedung-di-jakarta-yang-diganti-anies-baswedan,https://www.idntimes.com/assets/img/placeholder.png,"
                    
                    28 Jun 22 | 05:00
                "
29 Juni Hari Keluarga Nasional: Ini Makna dan Sejarahnya,https://www.idntimes.com/news/indonesia/seo-intern/29-juni-hari-keluarga-nasional-ini-makna-dan-sejarahnya,https://cdn.idntimes.com/content-images/post/20201112/whatsapp-image-2020-11-12-at-32659-pm-f1223e8d690376245f2bf906ee091250_300x200.jpeg,"
                    
                    28 Jun 22 | 00:19
                "
Yenny Wahid Bongkar Perlakuan Cak Imin ke Gus Dur 2008 Silam: Moral!,https://www.idntimes.com/news/indonesia/melani-hermalia-putri/yenny-wahid-bongkar-perlakuan-cak-imin-ke-gus-dur-2008-silam-moral,https://cdn.idntimes.com/content-images/post/20190516/marisa-yenny-wahid1-3b07d0aff485d70a76e997cd063acdb5_300x200.jpg,"
                    
                    27 Jun 22 | 22:27
                "
"Duet Erick Thohir dan Zulhas di 2024, PAN Kalteng Siap Usul ke DPP",https://www.idntimes.com/news/indonesia/yosafat-diva-bagus/duet-erick-thohir-dan-zulhas-maju-2024-pan-kalteng-siap-usul-ke-dpp,https://cdn.idntimes.com/content-images/post/20220627/erick-zulhas-7e54a329629bed01572ad01e1434194e_300x200.jpg,"
                    
                    27 Jun 22 | 22:06
                "
150 Jemaah Haji Mimika Berangkat ke Tanah Suci,https://www.idntimes.com/news/indonesia/riky-lodar/150-jemaah-haji-mimika-berangkat-ke-tanah-suci,https://cdn.idntimes.com/content-images/post/20220627/img-20220627-wa0098-75ae1c83731d4bc45db4daa7f2d2ddbc_300x200.jpg,"
                    
                    27 Jun 22 | 21:41
                "
"Viral Ibu Butuh Ganja Medis Buat Anaknya, MK Buka Suara",https://www.idntimes.com/news/indonesia/yosafat-diva-bagus/viral-ibu-butuh-ganja-medis-buat-anaknya-mk-buka-suara,https://cdn.idntimes.com/content-images/post/20200827/whatsapp-image-2020-08-27-at-44806-pm-d1e930270e70b5d1ca735deacb393e63_300x200.jpeg,"
                    
                    27 Jun 22 | 21:27
                "
"Partai Buruh Batal Gelar Demo Ratusan Ribu Orang di KPU, Ini Alasannya",https://www.idntimes.com/news/indonesia/yosafat-diva-bagus/partai-buruh-batal-gelar-demo-ratusan-ribu-orang-di-kpu-ini-alasannya,https://cdn.idntimes.com/content-images/post/20211208/demo-buruh-if-11-4baa5498f08ed1e1966ddcbb6fd19692_300x200.jpg,"
                    
                    27 Jun 22 | 21:01
                "
"Anies Cabut Izin Holywings DKI, Wagub Riza: Permintaan Banyak Pihak",https://www.idntimes.com/news/indonesia/uji-sukma-medianti-1/anies-cabut-izin-holywings-dki-wagub-riza-permintaan-banyak-pihak,https://cdn.idntimes.com/content-images/post/20210906/holywings5-c384e85b7c389a1dfcb1f85b58793005_300x200.JPG,"
                    
                    27 Jun 22 | 20:21
                "
Jokowi Disambut Kanselir Jerman saat Hadir di KTT G7,https://www.idntimes.com/news/indonesia/muhammad-ilman-nafian-2/jokowi-disambut-kanselir-jerman-saat-hadir-di-ktt-g7,https://cdn.idntimes.com/content-images/post/20220627/whatsapp-image-2022-06-27-at-191230-1-21e6754bc98b828c095e4e7f64a0a71a_300x200.jpeg,"
                    
                    27 Jun 22 | 20:19
                "
"Permintaan Maaf Hotman Tak Cukup, Peran Owner Holywings Kini Disorot ",https://www.idntimes.com/news/indonesia/rendra-saputra-2/permintaan-maaf-hotman-tak-cukup-peran-owner-holywings-kini-disorot,https://www.idntimes.com/assets/img/placeholder.png,"
                    
                    27 Jun 22 | 20:03
                "
Bayi Mammoth Berusia 30.000 Tahun Ditemukan Membeku di Kanada,https://www.idntimes.com/news/world/rahmah-n/bayi-mammoth-berusia-30000-tahun-ditemukan-membeku-di-kanada-c1c2,https://www.idntimes.com/assets/img/placeholder.png,"
                    
                    27 Jun 22 | 20:00
                "
Mas Dhito Berikan Perhatian Pembangunan Tempat Ibadah,https://www.idntimes.com/news/indonesia/ester-ajeng-2/mas-dhito-berikan-perhatian-pembangunan-tempat-ibadah-csc,https://www.idntimes.com/assets/img/placeholder.png,"
                    
                    27 Jun 22 | 19:47
                "
Bupati Puncak: Mimika Layak Jadi Ibu Kota Provinsi Papua Tengah,https://www.idntimes.com/news/indonesia/riky-lodar/bupati-puncak-mimika-layak-jadi-ibu-kota-provinsi-papua-tengah,https://www.idntimes.com/assets/img/placeholder.png,"
                    
                    27 Jun 22 | 19:43
                "
Pengemudi Truk dan Petani di Peru Mogok Kerja Tolak Kenaikan Harga BBM,https://www.idntimes.com/news/world/brahm-1/pengemudi-truk-dan-petani-di-peru-mogok-kerja-tolak-kenaikan-harga-bbm-c1c2,https://www.idntimes.com/assets/img/placeholder.png,"
                    
                    27 Jun 22 | 19:30
                "
"Menkominfo Minta Google, Facebook, dan Twitter Segera Daftar PSE",https://www.idntimes.com/news/indonesia/lia-hutasoit-1/menkominfo-minta-google-facebook-dan-twitter-segera-daftar-pse,https://www.idntimes.com/assets/img/placeholder.png,"
                    
                    27 Jun 22 | 19:28
                "
Kasus Dugaan Korupsi Impor Garam Kemendag Naik ke Penyidikan ,https://www.idntimes.com/news/indonesia/irfanfathurohman/kasus-dugaan-korupsi-impor-garam-kemendag-naik-ke-penyidikan,https://www.idntimes.com/assets/img/placeholder.png,"
                    
                    27 Jun 22 | 19:14
                "
B20 Indonesia Perkuat Peran Masyarakat dalam Perdagangan Kredit Karbon,https://www.idntimes.com/news/indonesia/ridho-fauzan-2/kadin-perdagangan-kredit-karbon-csc,https://www.idntimes.com/assets/img/placeholder.png,"
                    
                    27 Jun 22 | 19:09
                "
B20 Indonesia Perkuat Peran Masyarakat dalam Perdagangan Kredit Karbon,https://www.idntimes.com/news/indonesia/ridho-fauzan-2/kadin-perdagangan-kredit-karbon-csc,,"
                    
                    27 Jun 22 | 19:09
                "
Survei IPS: Elektabilitas Prabowo Ungguli Ganjar dan Anies,https://www.idntimes.com/news/indonesia/muhammad-ilman-nafian-2/survei-ips-elektabilitas-prabowo-ungguli-ganjar-dan-anies,https://cdn.idntimes.com/content-images/post/20211025/pga-f9ebfb7e8379a504c6cf996604e23b2d_300x200.png,"
                    
                    27 Jun 22 | 19:03
                "
Djarot PDIP Beri Saran Anies Soal Perubahan 22 Nama Jalan di Jakarta,https://www.idntimes.com/news/indonesia/gregorius-pranandito/djarot-pdip-beri-saran-anies-soal-perubahan-22-nama-jalan-di-jakarta,https://cdn.idntimes.com/content-images/community/2022/06/quicksquarenew-2022618233227185-58104fcf873a91b060fa273c628f6d83-cb6bf337dc1fb6f6f9af605be3b4cffc_300x200.jpg,"
                    
                    27 Jun 22 | 19:00
                "
"Pesawat Jokowi Berputar di Langit Turki, Istana Akhirnya Buka Suara",https://www.idntimes.com/news/indonesia/muhammad-ilman-nafian-2/pesawat-jokowi-berputar-di-langit-turki-istana-akhirnya-buka-suara,https://cdn.idntimes.com/content-images/post/20220627/whatsapp-image-2022-06-27-at-180619-9c5bdd2d2f674578724ec76c3c236d8a_300x200.jpeg,"
                    
                    27 Jun 22 | 18:53
                "
"Viral Pria Lecehkan Anak di Mal Bintaro, Benarkah Pelaku ODGJ?",https://www.idntimes.com/news/indonesia/dini-suciatiningrum/viral-pria-lecehkan-anak-di-mal-bintaro-benarkah-pelaku-odgj,https://cdn.idntimes.com/content-images/community/2020/05/melecehkan%20perempuan_300x200.jpg,"
                    
                    27 Jun 22 | 18:39
                "
"Kasus Korupsi Dana PEN 2021, Adik Bupati Muna Dijebloskan ke Penjara",https://www.idntimes.com/news/indonesia/gregorius-pranandito/kasus-korupsi-dana-pen-2021-adik-bupati-muna-dijebloskan-ke-penjara,https://cdn.idntimes.com/content-images/post/20190914/whatsapp-image-2019-09-14-at-155223-dc744f283000a8d2eddb933c6d88d265_300x200.jpeg,"
                    
                    27 Jun 22 | 18:35
                "
"Sampingi Polemik Kampanye, Partai Buruh Fix Ramaikan Pemilu 2024",https://www.idntimes.com/news/indonesia/yosafat-diva-bagus/sampingi-polemik-kampanye-partai-buruh-fix-ramaikan-pemilu,https://cdn.idntimes.com/content-images/post/20211005/1234-5bf30ef222290a20583a4a6d94ac567b_300x200.jpg,"
                    
                    27 Jun 22 | 18:30
                "
Tahun 2024 Kominfo Targetkan 50 Juta Orang Dapat Literasi Digital,https://www.idntimes.com/news/indonesia/dini-suciatiningrum/tahun-2024-kominfo-targetkan-50-juta-orang-dapat-literasi-digital,https://cdn.idntimes.com/content-images/post/20191111/whatsapp-image-2019-11-11-at-115735-f33532ac3898e2e92c1a9152f90e5989_300x200.jpeg,"
                    
                    27 Jun 22 | 18:20
                "
Survei: 2 per 3 Masyarakat Indonesia Setuju Jokowi Rombak Kabinet,https://www.idntimes.com/news/indonesia/muhammad-ilman-nafian-2/survei-2-per-3-masyarakat-indonesia-setuju-jokowi-rombak-kabinet,https://www.idntimes.com/assets/img/placeholder.png,"
                    
                    27 Jun 22 | 18:15
                "
"[BREAKING] Miras, Alasan Kuat Anies Tutup 12 Outlet Holywings di DKI",https://www.idntimes.com/news/indonesia/uji-sukma-medianti-1/breaking-miras-alasan-kuat-anies-tutup-12-outlet-holywings-di-dki,https://www.idntimes.com/assets/img/placeholder.png,"
                    
                    27 Jun 22 | 18:05
                "
Ada Alasan Lain yang Bikin Anies Baswedan Cabut Izin Holywings,https://www.idntimes.com/news/indonesia/uji-sukma-medianti-1/ada-alasan-lain-yang-bikin-anies-baswedan-cabut-izin-holywings,https://www.idntimes.com/assets/img/placeholder.png,"
                    
                    27 Jun 22 | 17:54
                "
[BREAKING] Gubernur Anies Cabut Izin Usaha Semua Holywings di Jakarta,https://www.idntimes.com/news/indonesia/uji-sukma-medianti-1/breaking-gubernur-anies-cabut-izin-usaha-seluruh-holywings-di-jakarta,https://www.idntimes.com/assets/img/placeholder.png,"
                    
                    27 Jun 22 | 17:48
                "
"KPK Terima Rp86,6 M dari US Marshall Terkait Kasus Korupsi e-KTP",https://www.idntimes.com/news/indonesia/gregorius-pranandito/kpk-terima-rp866-m-dari-us-marshall-terkait-kasus-korupsi-e-ktp,https://www.idntimes.com/assets/img/placeholder.png,"
                    
                    27 Jun 22 | 17:39
                "
"Gagal Salip Truk, Penumpang Sepeda Motor Tewas di Bekasi",https://www.idntimes.com/news/indonesia/imam-faishal/gagal-salip-truk-penumpang-sepeda-motor-tewas-di-bekasi,https://www.idntimes.com/assets/img/placeholder.png,"
                    
                    27 Jun 22 | 17:38
                "
"Bakal Jadi Ibu Negara Filipina, Ini Sosok Istri Bongbong Marcos Jr",https://www.idntimes.com/news/world/sonya-michaella/bakal-jadi-ibu-negara-filipina-ini-sosok-istri-bongbong-marcos-jr,https://www.idntimes.com/assets/img/placeholder.png,"
                    
                    27 Jun 22 | 17:32
                "
"[UPDATE] Kasus COVID-19 di Indonesia Tambah 1.445, DKI Tertinggi",https://www.idntimes.com/news/indonesia/uji-sukma-medianti-1/update-kasus-covid-19-di-indonesia-tambah-1445-dki-tertinggi,https://www.idntimes.com/assets/img/placeholder.png,"
                    
                    27 Jun 22 | 17:25
                "
Ibu Hamil Jadi Korban Begal Motor di Depok,https://www.idntimes.com/news/indonesia/dicky-12/ibu-hamil-jadi-korban-begal-motor-di-depok,https://cdn.idntimes.com/content-images/post/20220627/screenshot-20220627-141147-1f07bbd20ab204e00787dedd38592c74_300x200.jpg,"
                    
                    27 Jun 22 | 17:24
                "
"KPAI: Kendala di Posko PPDB, Batas Waktu Pindah KK dan Lupa Password",https://www.idntimes.com/news/indonesia/lia-hutasoit-1/kpai-kendala-di-posko-ppdb-batas-waktu-pindah-kk-dan-lupa-password,https://cdn.idntimes.com/content-images/post/20190703/antarafoto-layanan-konsultasi-dan-keluhan-ppdb-online-020719-yud-4-84cf216f4ba3922ee8d9594018821f9f_300x200.jpg,"
                    
                    27 Jun 22 | 17:19
                "
"Kerja Satgas BLBI Dikritik, Dianggap Kejar Setoran dan Serampangan",https://www.idntimes.com/news/indonesia/vanny-rahman/kerja-satgas-blbi-dikritik-dianggap-kejar-setoran-dan-serampangan,https://cdn.idntimes.com/content-images/community/2020/05/syamsuk%20nursalim_300x200.jpg,"
                    
                    27 Jun 22 | 17:15
                "
"Selangkah Lagi, Vaksin Merah Putih Masuk Uji Klinis Fase 3 ",https://www.idntimes.com/news/indonesia/dini-suciatiningrum/selangkah-lagi-vaksin-merah-putih-masuk-uji-klinis-fase,https://cdn.idntimes.com/content-images/post/20220627/img-20220627-162232-97e07d897478d50de7d3cbfee4d92858_300x200.jpg,"
                    
                    27 Jun 22 | 17:07
                "
"Hadiri Peresmian Masjid, Mas Dhito: Kalau Tidak Datang Saya Mblenjani Janji",https://www.idntimes.com/news/indonesia/marwan-fitranansya-1/mas-dhito-hadiri-peresmian-masjid-csc,https://cdn.idntimes.com/content-images/post/20220627/img-20220627-wa0030-7f253b5337aec200373efb3df2eefcae_300x200.jpg,"
                    
                    27 Jun 22 | 17:05
                "
Nikita Mirzani Penuhi Panggilan Propam Polri sebagai Pelapor ,https://www.idntimes.com/news/indonesia/irfanfathurohman/nikita-mirzani-penuhi-panggilan-propam-polri-sebagai-pelapor,https://cdn.idntimes.com/content-images/post/20200715/antarafoto-sidang-tuntutan-nikita-mirzani-220620-ies-8-8f35e25eedf4b815b5af0c5b550aaaa1_300x200.jpg,"
                    
                    27 Jun 22 | 17:04
                "
Polisi Ancam Jemput Paksa Iko Uwais Jika Tak Hadiri Pemeriksaan,https://www.idntimes.com/news/indonesia/irfanfathurohman/polisi-ancam-jemput-paksa-iko-uwais-jika-tak-hadiri-pemeriksaan,https://cdn.idntimes.com/content-images/community/2020/07/ikouwais-by2t-o0axja-e540a9f40bff96e1fb534726d2c6b01b_300x200.jpg,"
                    
                    27 Jun 22 | 16:49
                "
"PKB Sebut Ganjar-Anies Tanpa Prestasi, Nasdem Siap Terima Risiko",https://www.idntimes.com/news/indonesia/melani-hermalia-putri/pkb-sebut-ganjar-anies-tanpa-prestasi-nasdem-siap-terima-risiko,https://cdn.idntimes.com/content-images/post/20211220/ganjar-anies-01-ad7544cf444f70facd04ba6b8ea1343a_300x200.jpg,"
                    
                    27 Jun 22 | 16:31
                "
Kejagung Ungkap Dugaan Korupsi Lahan Duta Palma Group: Rp600 M Sebulan,https://www.idntimes.com/news/indonesia/irfanfathurohman/kejagung-bidik-dugaan-korupsi-lahan-duta-palma-group-rp600-m-sebulan,https://www.idntimes.com/assets/img/placeholder.png,"
                    
                    27 Jun 22 | 16:21
                "
"Terkendala Pandemik, Latihan Dasar 409 CPNS Puncak Papua Tertunda",https://www.idntimes.com/news/indonesia/riky-lodar/terkendala-pandemik-latihan-dasar-409-cpns-puncak-papua-tertunda,https://www.idntimes.com/assets/img/placeholder.png,"
                    
                    27 Jun 22 | 16:19
                "
"Mulai 1 Agustus, Beli Tiket ke Taman Nasional Komodo Harus Online",https://www.idntimes.com/news/indonesia/siti-nurhaliza-17/mulai-1-agustus-beli-tiket-ke-taman-nasional-komodo-harus-online,https://www.idntimes.com/assets/img/placeholder.png,"
                    
                    27 Jun 22 | 16:18
                "
Pemimpin G7 Ejek Pose Putin Telanjang Dada di Atas Kuda ,https://www.idntimes.com/news/world/sonya-michaella/pemimpin-g7-ejek-pose-putin-telanjang-dada-di-atas-kuda,https://www.idntimes.com/assets/img/placeholder.png,"
                    
                    27 Jun 22 | 16:06
                "
"Prakiraan Cuaca Jabodetabek Esok Hari 28 Juni 2022, Sebagian Jakarta Bakal Cerah Berawan",https://www.idntimes.com/news/indonesia/timmy-si-robot/prakiraan-cuaca-jabodetabek-esok-hari-28-juni-2022-sebagian-jakarta-bakal-cerah-berawan,https://www.idntimes.com/assets/img/placeholder.png,"
                    
                    27 Jun 22 | 16:00
                "
Anis Matta: AS Dalang Polarisasi dan  Sentimen Anti China di Indonesia,https://www.idntimes.com/news/indonesia/yosafat-diva-bagus/anis-matta-as-dalang-polarisasi-dan-sentimen-anti-china-di-indonesia,https://www.idntimes.com/assets/img/placeholder.png,"
                    
                    27 Jun 22 | 15:52
                "
"Sepakat Lanjutkan Perundingan Nuklir, Iran Tetap Luncurkan Roket",https://www.idntimes.com/news/world/leo-manik/sepakat-lanjutkan-perundingan-nuklir-iran-tetap-luncurkan-roket-c1c2,https://www.idntimes.com/assets/img/placeholder.png,"
                    
                    27 Jun 22 | 15:40
                "
