Title,Title_URL,Image,daymonth,Author_URL,Author,Comment,View
Pengembangan IoT di Indonesia Harus Dibarengi Peningkatan Infrastruktur dan Keamanan Siber,https://gizmologi.id/iot/iot-peningkatan-infrastruktur-dan-keamanan-siber/,https://gizmologi.id/wp-content/uploads/2022/01/ilustrasi-IoT.jpeg,23 April,https://gizmologi.id/author/mrbambang/,Bambang Dwi Atmoko,0, 212 
SnackVideo Ajak Berbagi Kebaikan di Bulan Ramadan Lewat Konten Positif,https://gizmologi.id/news/snackvideo-berbagi-kebaikan-di-ramadan/,https://gizmologi.id/wp-content/uploads/2021/09/SnackVideo.jpg,23 April,https://gizmologi.id/author/mrbambang/,Bambang Dwi Atmoko,0, 178 
Hore! Pemegang Saham XL Axiata Dapat “THR” Rp552 Miliar,https://gizmologi.id/news/telco/pemegang-saham-xl-axiata-dividen-thr-rp552-miliar/,https://gizmologi.id/wp-content/uploads/2022/04/XL-Axiata-BOD-390x220.jpeg,23 April,https://gizmologi.id/author/mrbambang/,Bambang Dwi Atmoko,0, 202 
"Kredivo Infinite Card, Kartu Virtual Buat Transaksi Online di Mana Saja",https://gizmologi.id/news/fintech/kredivo-infinite-card-transaksi-online/,https://gizmologi.id/wp-content/uploads/2021/07/Kredivo-1.jpeg,22 April,https://gizmologi.id/author/aditya/,Aditya Fajar,0, 209 
Transfer Duit ke Luar Negeri Jadi Lebih Gampang Lewat Flip for Business,https://gizmologi.id/news/fintech/flip-for-business-transfer-duit-luar-negeri/,https://gizmologi.id/wp-content/uploads/2021/12/Flip.jpg,22 April,https://gizmologi.id/author/aditya/,Aditya Fajar,0, 181 
Len Industri x Thales Kembangkan Perangkat Militer Berteknologi Tinggi,https://gizmologi.id/news/len-industri-x-thales-militer/,https://gizmologi.id/wp-content/uploads/2022/04/thales-1-390x220.jpg,22 April,https://gizmologi.id/author/aditya/,Aditya Fajar,0, 193 
Jenius Ajak Masyarakat Rayakan Langkah Kecil dalam Capai Tujuan Finansial,https://gizmologi.id/news/jenius-ajak-rayakan-langkah-kecil/,https://gizmologi.id/wp-content/uploads/2022/04/Jenius-langkahkecilhariini-001-390x220.jpg,22 April,https://gizmologi.id/author/pras/,Prasetyo Herfianto,0, 171 
Potret Perubahan Iklim Dunia yang Dirangkum Google Earth Day 2022,https://gizmologi.id/news/tren/google-doodle-earth-day-2022/,https://gizmologi.id/wp-content/uploads/2022/04/Screenshot-2022-04-22-10.41.51-390x220.jpg,22 April,https://gizmologi.id/author/aditya/,Aditya Fajar,0, 181 
Ini yang Dilakukan Indihome untuk Tingkatkan Pengalaman Pelanggan,https://gizmologi.id/news/ini-yang-dilakukan-indihome-untuk-tingkatkan-pengalaman-pelanggan/,https://gizmologi.id/wp-content/uploads/2021/08/Teknisi-Telkom-IndiHome.jpg,21 April,https://gizmologi.id/author/mrbambang/,Bambang Dwi Atmoko,0, 185 
"Rayakan Hari Kartini, Stockbit dan Bibit Dorong Literasi Investasi Pasar Modal Para Perempuan",https://gizmologi.id/news/fintech/hari-kartini-stockbit-bibit-literasi-investasi-pasar-modal/,https://gizmologi.id/wp-content/uploads/2021/08/Stockbit-apps.jpg,21 April,https://gizmologi.id/author/mrbambang/,Bambang Dwi Atmoko,0, 182 
Kominfo Latih 3.000 Perempuan Jadi Kartini Masa Kini Lewat Program Wirausaha Digital,https://gizmologi.id/news/kominfo-3000-kartini-masa-kini-wirausaha-digital/,https://gizmologi.id/wp-content/uploads/2021/09/ilustrasi-laptop-perempuan-kobu-agency-unsplash.jpg,21 April,https://gizmologi.id/author/aditya/,Aditya Fajar,0, 164 
"Promo AIoT realme, Diskon Hingga 50% Mulai Smartwatch Sampai Air Purifier",https://gizmologi.id/news/promo-aiot-realme-ramadan/,https://gizmologi.id/wp-content/uploads/2021/06/realme-Watch-2-001.jpg,21 April,https://gizmologi.id/author/pras/,Prasetyo Herfianto,0, 209 
"Netflix Kehilangan 200 Ribu Pengguna, Siap Naikkan Biaya Langganan Keluarga",https://gizmologi.id/news/netflix-kehilangan-200-ribu-pengguna/,https://gizmologi.id/wp-content/uploads/2020/09/Netflix-Gratis-1.jpg,21 April,https://gizmologi.id/author/pras/,Prasetyo Herfianto,0, 174 
"Gandeng BPKN, GoPay Tingkatkan Perlindungan Konsumen saat Bertransaksi Digital",https://gizmologi.id/news/gandeng-bpkn-gopay-perlindungan-konsumen/,https://gizmologi.id/wp-content/uploads/2020/07/gopay.jpg,21 April,https://gizmologi.id/author/aditya/,Aditya Fajar,0, 155 
"Integrasikan 43 Ribu Sites Jaringan Indosat dan Tri, IOH Pakai Teknologi MOCN",https://gizmologi.id/news/telco/integrasi-jaringan-indosat-tri-mocn/,https://gizmologi.id/wp-content/uploads/2017/06/ilustrasi-jaringan-bts-indosat.jpg,20 April,https://gizmologi.id/author/mrbambang/,Bambang Dwi Atmoko,0, 210 
BAKTI Kominfo Bangun 196 Menara BTS 4G di Pegunungan Bintang Papua,https://gizmologi.id/news/bakti-196-menara-bts-di-pegunungan-bintang/,https://gizmologi.id/wp-content/uploads/2020/02/Menara-BTS-XL.jpeg,20 April,https://gizmologi.id/author/aditya/,Aditya Fajar,0, 167 
"Fakta DNA Pro, Robot Trading Ilegal yang Rugikan Rp97 Miliar & Seret Sejumlah Artis",https://gizmologi.id/news/fintech/dna-pro-robot-trading-ilegal/,https://gizmologi.id/wp-content/uploads/2022/04/DNA-Pro-02-390x220.jpg,19 April,https://gizmologi.id/author/mrbambang/,Bambang Dwi Atmoko,0, 290 
Amazon IVS PoPs Bantu Konten Live Streaming Lebih Lancar,https://gizmologi.id/news/amazon-ivs-pops-konten-live-streaming/,https://gizmologi.id/wp-content/uploads/2020/09/Logo-AWS-01.jpg,19 April,https://gizmologi.id/author/aditya/,Aditya Fajar,0, 220 
Toko Ritel Planet Gadget Store Kini Hadir di Jakarta,https://gizmologi.id/news/planet-gadget-store-jakarta/,https://gizmologi.id/wp-content/uploads/2022/04/Planet-Gadget-Store-390x220.jpg,19 April,https://gizmologi.id/author/mrbambang/,Bambang Dwi Atmoko,0, 228 
"OPPO Gelar Semarak Ramadan, Berbagai Penawaran untuk Pembeli Reno dan Seri A",https://gizmologi.id/news/oppo-semarak-ramadan-2022/,https://gizmologi.id/wp-content/uploads/2022/02/desain-OPPO-Reno7-5G-004-390x220.jpg,19 April,https://gizmologi.id/author/mrbambang/,Bambang Dwi Atmoko,0, 200 
Kecepatan Internet di IKN Lebih Ngebut Dibanding Daerah Lain di Pulau Jawa,https://gizmologi.id/news/kecepatan-internet-di-ikn-lebih-ngebut/,https://gizmologi.id/wp-content/uploads/2022/03/Foto-BTS-Smartfren-di-Bandung-Jawa-Barat-390x220.jpg,19 April,https://gizmologi.id/author/aditya/,Aditya Fajar,0, 196 
"Makin Mesra, Telkomsel dan Indihome Kini Hadirkan Paket Netflix",https://gizmologi.id/news/telco/paket-indihome-telkomsel-netflix/,https://gizmologi.id/wp-content/uploads/2020/01/netflix-123rf-prykhodov.jpg,18 April,https://gizmologi.id/author/mrbambang/,Bambang Dwi Atmoko,0, 252 
"Penjualan Ponsel Naik 65%, Erajaya Bukukan Laba Bersih Rp 1,01 T di 2021",https://gizmologi.id/news/penjualan-ponsel-erajaya-bukukan-rp-101-t/,https://gizmologi.id/wp-content/uploads/2018/06/Erajaya-O2O.jpg,18 April,https://gizmologi.id/author/aditya/,Aditya Fajar,0, 216 
"Infinix Hot 11 2022 Hadir Bawa Layar Modern, Harga Rp1,6 Jutaan",https://gizmologi.id/news/spesifikasi-infinix-hot-11-2022/,https://gizmologi.id/wp-content/uploads/2022/04/Infinix-Hot-11-2022-001-390x220.jpg,18 April,https://gizmologi.id/author/pras/,Prasetyo Herfianto,0, 211 
"WhatsApp Perkenalkan Communities, Permudah Sekolah & Organisasi dalam Membentuk Grup",https://gizmologi.id/news/whatsapp-perkenalkan-communities-grup/,https://gizmologi.id/wp-content/uploads/2022/04/WhatsApp-Communities-001-390x220.jpg,18 April,https://gizmologi.id/author/pras/,Prasetyo Herfianto,0, 187 
Telkomsel Gunakan Sistem Operasional Robotik untuk Layanan Digital,https://gizmologi.id/news/telco/telkomsel-sistem-operasional-robotik/,https://gizmologi.id/wp-content/uploads/2022/04/Telkomsel-Robotik-390x220.jpg,17 April,https://gizmologi.id/author/aditya/,Aditya Fajar,0, 199 
"Fenomena Langka, Ada 2 Kali Puasa Ramadan di Tahun 2030",https://gizmologi.id/news/tren/2-kali-puasa-ramadan-di-tahun-2030/,https://gizmologi.id/wp-content/uploads/2022/04/202204081654-main.cropped_1649411653-390x220.jpg,17 April,https://gizmologi.id/author/aditya/,Aditya Fajar,0, 196 
BAKTI: Tahap I Infrastruktur Menara BTS 4G di Desa 3T Sudah Mencapai 86%,https://gizmologi.id/news/telco/infrastruktur-menara-bts-4g-di-desa-3t-86/,https://gizmologi.id/wp-content/uploads/2020/07/4G-LTE-di-seluruh-BTS-USO-Telkomsel.jpg,17 April,https://gizmologi.id/author/aditya/,Aditya Fajar,0, 183 
Huawei Indonesia Dukung Peningkatan Konektivitas dan Inklusi Digital Hingga Sekolah Terpencil,https://gizmologi.id/news/huawei-indonesia-dukung-peningkatan-konektivitas-dan-inklusi-digital-hingga-sekolah-terpencil/,https://gizmologi.id/wp-content/uploads/2022/04/Huawei-Indonesia-390x220.jpg,16 April,https://gizmologi.id/author/mrbambang/,Bambang Dwi Atmoko,0, 204 
"Permudah Kreator Tayangkan Podcast, Noice Luncurkan Noicemaker Studio",https://gizmologi.id/news/noice-noicemaker-studio/,https://gizmologi.id/wp-content/uploads/2022/04/Noicemaker-Studio-390x220.jpg,16 April,https://gizmologi.id/author/mrbambang/,Bambang Dwi Atmoko,0, 181 
"OPPO A96 Harga Rp4,2 Jutaan Tawarkan Banyak Promo Penjualan Perdana",https://gizmologi.id/news/oppo-a96-penjualan-perdana/,https://gizmologi.id/wp-content/uploads/2022/04/OPPO-A96-390x220.jpg,16 April,https://gizmologi.id/author/mrbambang/,Bambang Dwi Atmoko,0, 241 
"Bidik Wilayah Pedesaan, Ini yang Dilakukan Startup E-commerce Dagangan",https://gizmologi.id/news/startup/aplikasi-dagangan-bidik-pedesaan/,https://gizmologi.id/wp-content/uploads/2022/02/Model-operasional-Dagangan-Hubs-and-Spoke-390x220.jpg,16 April,https://gizmologi.id/author/mrbambang/,Bambang Dwi Atmoko,0, 193 
"Telkomsel Gandeng SnackVideo, Hadirkan Konten Kreatif dan Edukatif di Paket MAXstream",https://gizmologi.id/news/telco/telkomsel-maxstream-snackvideo/,https://gizmologi.id/wp-content/uploads/2022/04/MAXstream-x-SnackVideo_5-390x220.jpg,16 April,https://gizmologi.id/author/mrbambang/,Bambang Dwi Atmoko,0, 183 
Intel Corporation Targetkan 2040 Capai Net-Zero Emisi Gas Rumah Kaca,https://gizmologi.id/news/intel-corporation-2040-capai-net-zero/,https://gizmologi.id/wp-content/uploads/2022/04/WK4_0405-390x220.jpg,15 April,https://gizmologi.id/author/ronggo/,Ronggo,0, 233 
"Terhindar dari Investasi Bodong dengan Konsisten DCA, Apa Itu?",https://gizmologi.id/news/fintech/investasi-dollar-cost-averaging-bibit/,https://gizmologi.id/wp-content/uploads/2019/09/investasi-digital-fintech.jpg,15 April,https://gizmologi.id/author/timgizmo/,Tim Gizmo,0, 278 
"Ramadan 2022, Tokopedia Ungkap Makanan Paling Laris!",https://gizmologi.id/news/tokopedia-now-siap-antar-makan-sahur/,https://gizmologi.id/wp-content/uploads/2022/04/Tokopedia-Ungkap-Tren-Makmin-di-Periode-Awal-Ramadan-2022-390x220.jpg,15 April,https://gizmologi.id/author/ronggo/,Ronggo,0, 209 
BAKTI Pastikan Ribuan Menara BTS 4G di Lokasi 3T Sudah “On Air”,https://gizmologi.id/news/bakti-menara-bts-4g-di-3t-sudah-on-air/,https://gizmologi.id/wp-content/uploads/2022/03/Foto-BTS-Smartfren-di-Bandung-Jawa-Barat-390x220.jpg,14 April,https://gizmologi.id/author/aditya/,Aditya Fajar,0, 170 
LinkAja Perluas Fitur Pembayaran Layanan Publik di Daerah,https://gizmologi.id/news/linkaja-fitur-pembayaran-di-daerah/,https://gizmologi.id/wp-content/uploads/2020/10/Aplikasi-Tije-LinkAja-Tranjakarta.jpg,14 April,https://gizmologi.id/author/aditya/,Aditya Fajar,0, 187 
Lensa Sony FE PZ 16-35mm F4 G Bawa Sudut Lebar & Power Zoom Paling Ringan di Dunia,https://gizmologi.id/news/harga-sony-fe-pz-16-35mm-f4-g/,https://gizmologi.id/wp-content/uploads/2022/04/DSC07856-390x220.jpg,14 April,https://gizmologi.id/author/pras/,Prasetyo Herfianto,0, 191 
"Resso Rilis Playlist Khusus Genre K-Pop, Ajak Penggemar Saling Berinteraksi",https://gizmologi.id/news/resso-rilis-playlist-khusus-k-pop/,https://gizmologi.id/wp-content/uploads/2020/12/Resso-201.jpg,14 April,https://gizmologi.id/author/pras/,Prasetyo Herfianto,0, 178 
Dua Sekolah Ini Terapkan LMS GREDU Demi Pembelajaran Hybrid Optimal,https://gizmologi.id/news/dua-sekolah-ini-terapkan-lms-gredu/,https://gizmologi.id/wp-content/uploads/2022/04/SEQARA-Ilustration-by-GREDU-390x220.jpg,14 April,https://gizmologi.id/author/pras/,Prasetyo Herfianto,0, 198 
Litedex Protocol Resmi Listing di CoinMarketCap,https://gizmologi.id/news/litedex-protocol-resmi-listing-di-coinmarketcap/,https://gizmologi.id/wp-content/uploads/2022/04/pexels-olya-kobruseva-8919543-390x220.jpg,13 April,https://gizmologi.id/author/aditya/,Aditya Fajar,0, 204 
Kominfo Pastikan Ketersediaan STB TV Digital Cukup Jelang ASO,https://gizmologi.id/news/kominfo-ketersediaan-stb-tv-digital/,https://gizmologi.id/wp-content/uploads/2021/07/tv-3774381_1920.jpg,13 April,https://gizmologi.id/author/aditya/,Aditya Fajar,0, 184 
Elon Musk Batal Gabung ke Jajaran Direksi Twitter,https://gizmologi.id/news/elon-musk-batal-gabung-direksi-twitter/,https://gizmologi.id/wp-content/uploads/2022/04/Elon-Musk-002-390x220.jpg,13 April,https://gizmologi.id/author/pras/,Prasetyo Herfianto,0, 187 
Lazada Foundation Berdayakan Ekonomi Digital Para Mahasiswa,https://gizmologi.id/news/lazada-foundation-berdayakan-ekonomi-digital/,https://gizmologi.id/wp-content/uploads/2022/04/Peraih-Beasiswa-lazada-Foundation-2-e1649821573256-390x220.jpg,13 April,https://gizmologi.id/author/aditya/,Aditya Fajar,0, 179 
IoT Creation 2022: Dicari 100 Solusi IoT Buatan Anak Negeri,https://gizmologi.id/iot/iot-creation-2022-buatan-anak-negeri/,https://gizmologi.id/wp-content/uploads/2022/01/ilustrasi-IoT.jpeg,12 April,https://gizmologi.id/author/mrbambang/,Bambang Dwi Atmoko,0, 186 
"Perluas Layanan, KoinWorks NEO Siap Bantu Pendanaan UKM hingga Freelance",https://gizmologi.id/news/fintech/koinworks-neo-bantu-ukm-hingga-freelance/,https://gizmologi.id/wp-content/uploads/2022/04/WhatsApp-Image-2022-04-12-at-7.55.42-PM-390x220.jpeg,12 April,https://gizmologi.id/author/aditya/,Aditya Fajar,0, 208 
Patroli Siber Kominfo Awasi Konten Pornografi Selama Bulan Puasa,https://gizmologi.id/news/patroli-siber-kominfo-awasi-konten-pornografi/,https://gizmologi.id/wp-content/uploads/2021/10/Menkominfo-Forum-Ekodig-II-AYH.jpg,11 April,https://gizmologi.id/author/aditya/,Aditya Fajar,0, 199 
"IPO GoTo Capai Rp15,8 Triliun, Kini Resmi Melantai di Bursa Efek Indonesia",https://gizmologi.id/news/ipo-goto-melantai-di-bei/,https://gizmologi.id/wp-content/uploads/2022/04/IPO-GoTo-BEI-001-390x220.jpg,11 April,https://gizmologi.id/author/pras/,Prasetyo Herfianto,0, 201 
vivo Ajak Berbagi Momen Ramadan Berhadiah Flagship X70 Pro,https://gizmologi.id/news/vivo-30-hari-berbagi-cerita/,https://gizmologi.id/wp-content/uploads/2021/10/vivo-X70-Pro-101-1.jpg,10 April,https://gizmologi.id/author/pras/,Prasetyo Herfianto,0, 251 
Ericsson Kembali Pimpin Gartner Magic Quadrant 2022 Untuk Infrastruktur Jaringan 5G,https://gizmologi.id/news/ericsson-pimpin-gartner-magic-quadrant-2022/,https://gizmologi.id/wp-content/uploads/2022/04/Ericsson-001-390x220.jpg,10 April,https://gizmologi.id/author/pras/,Prasetyo Herfianto,0, 203 
"WWDC 2022 Siap Diadakan Awal Juni, Bakal Ada MacBook Pro Baru?",https://gizmologi.id/news/wwdc-2022-diadakan-awal-juni/,https://gizmologi.id/wp-content/uploads/2022/04/WWDC-2022-002-390x220.jpg,10 April,https://gizmologi.id/author/pras/,Prasetyo Herfianto,0, 207 
"MediaTek Dimensity 1300 Diresmikan, Pakai Fabrikasi 6nm Hingga 3GHz",https://gizmologi.id/news/mediatek-dimensity-1300-diresmikan/,https://gizmologi.id/wp-content/uploads/2022/04/MediaTek-Dimensity-1300-001-390x220.jpg,10 April,https://gizmologi.id/author/pras/,Prasetyo Herfianto,0, 197 
Inilah Hiburan Digital di Bulan Ramadan yang Dihadirkan Aplikasi myIM3,https://gizmologi.id/aplikasi/aplikasi-myim3-hiburan-ramadan/,https://gizmologi.id/wp-content/uploads/2022/04/myIM3-1-390x220.jpg,9 April,https://gizmologi.id/author/chawir/,Chandra Wirawan,0, 194 
"VideoMonster Raih Pendanaan USD2,5 Juta, Adopsi AI dan Fitur Edit Video Panjang",https://gizmologi.id/aplikasi/videomonster-raih-pendanaan-usd25-juta/,https://gizmologi.id/wp-content/uploads/2022/04/VideoMonster-390x220.jpg,9 April,https://gizmologi.id/author/mrbambang/,Bambang Dwi Atmoko,0, 186 
Spanyol Jajaki Kerja Sama Infrastruktur TIK di Indonesia,https://gizmologi.id/news/spanyol-jajaki-kerja-sama-infrastruktur-tik-di-indonesia/,https://gizmologi.id/wp-content/uploads/2022/04/IMG-20220408-WA0003_1-390x220.jpg,8 April,https://gizmologi.id/author/aditya/,Aditya Fajar,0, 211 
NFT Jadi Peluang untuk Kembangkan Ekonomi Kreatif,https://gizmologi.id/news/nft-peluang-untuk-kembangkan-ekonomi-kreatif/,https://gizmologi.id/wp-content/uploads/2022/01/NFT-Music-Beincrypto.jpg,8 April,https://gizmologi.id/author/aditya/,Aditya Fajar,0, 212 
Pengguna Kripto Indonesia Diprediksi Capai 50 Juta dalam 5 Tahun,https://gizmologi.id/news/pintu-50-juta-pengguna-kripto-dalam-5-tahun/,https://gizmologi.id/wp-content/uploads/2021/11/PINTU-PTU-aset-kripto.jpg,7 April,https://gizmologi.id/author/aditya/,Aditya Fajar,0, 222 
"OPPO A96 Resmi Meluncur di Indonesia, Harga Rp4,299 Juta",https://gizmologi.id/news/oppo-a96-harga-indonesia/,https://gizmologi.id/wp-content/uploads/2022/04/OPPO-A95-indonesia-390x220.jpg,7 April,https://gizmologi.id/author/mrbambang/,Bambang Dwi Atmoko,0, 271 
"Resso Permudah Interaksi Antara Artis & Fans, Memanfaatkan Platform Digital",https://gizmologi.id/news/resso-interaksi-artis-fans/,https://gizmologi.id/wp-content/uploads/2020/09/Resso-WeTheFest.jpg,7 April,https://gizmologi.id/author/pras/,Prasetyo Herfianto,0, 189 
Bareskrim Tangkap Admin Indra Kenz Terkait Kasus Penipuan Investasi Binomo,https://gizmologi.id/news/bareskrim-indra-kenz-investasi-binomo/,https://gizmologi.id/wp-content/uploads/2022/04/20220407_130215-390x220.jpg,7 April,https://gizmologi.id/author/aditya/,Aditya Fajar,0, 200 
Survei Ipsos: Grab Jadi Super App Terbaik di Asia Tenggara,https://gizmologi.id/news/grab-jadi-super-app-terbaik-di-asia-tenggara/,https://gizmologi.id/wp-content/uploads/2021/10/Grab-Pasar-Gede-Solo.jpg,7 April,https://gizmologi.id/author/aditya/,Aditya Fajar,0, 195 
XL Axiata Gandeng Huawei Siapkan Program Talenta Digital 2022,https://gizmologi.id/news/xl-axiata-huawei-program-talenta-digital-2022/,https://gizmologi.id/wp-content/uploads/2021/08/Demo-XL-Axiata-5G.jpg,7 April,https://gizmologi.id/author/aditya/,Aditya Fajar,0, 202 
"AFTECH: Nilai Transaksi Uang Elektronik Naik 58,5% 2021",https://gizmologi.id/news/fintech/aftech-nilai-transaksi-uang-elektronik-naik-585-2021/,https://gizmologi.id/wp-content/uploads/2019/09/linkaja-uang-elektronik.jpg,6 April,https://gizmologi.id/author/aditya/,Aditya Fajar,0, 203 
Elon Musk Ditawari Gabung Jadi Dewan Direksi Twitter,https://gizmologi.id/news/elon-musk-gabung-jadi-dewan-direksi-twitter/,https://gizmologi.id/wp-content/uploads/2021/03/Twitter-Logo.jpg,6 April,https://gizmologi.id/author/aditya/,Aditya Fajar,0, 196 
"OJK: Kerugian Investasi Bodong Capai Rp117,5 Triliun",https://gizmologi.id/news/fintech/kerugian-investasi-bodong-capai-rp1175-triliun/,https://gizmologi.id/wp-content/uploads/2019/10/analysis-background-business-cafe-communication-computer-1451433-pxhere.com_.jpg,6 April,https://gizmologi.id/author/aditya/,Aditya Fajar,0, 232 
"Menginjak 2 Tahun, Aplikasi Kripto PINTU Raih 2 Juta Pengguna",https://gizmologi.id/news/aplikasi-pintu-raih-2-juta-pengguna/,https://gizmologi.id/wp-content/uploads/2021/08/Pintu-Crypto.jpg,5 April,https://gizmologi.id/author/mrbambang/,Bambang Dwi Atmoko,0, 233 
Driver Gojek Kebagian Saham IPO GoTO Senilai Rp 310 M,https://gizmologi.id/news/driver-gojek-saham-ipo-goto-senilai-rp-310-m/,https://gizmologi.id/wp-content/uploads/2022/01/Gojek-GoSend.jpg,5 April,https://gizmologi.id/author/aditya/,Aditya Fajar,0, 192 
"Gotrade Raih Pendanaan Seri A Sebesar USD 15,5 Juta",https://gizmologi.id/news/fintech/gotrade-raih-pendanaan-seri-a-155-juta/,https://gizmologi.id/wp-content/uploads/2022/04/GoTrade-Aplikasi-saham-390x220.jpg,5 April,https://gizmologi.id/author/mrbambang/,Bambang Dwi Atmoko,0, 197 
XL Axiata Pasarkan Google Workspace BIZ Starter untuk UKM,https://gizmologi.id/news/enterprise/kartu-xl-biz-starter-google-workspace/,https://gizmologi.id/wp-content/uploads/2021/03/Google-Workspace-Device.jpg,5 April,https://gizmologi.id/author/mrbambang/,Bambang Dwi Atmoko,0, 190 
"Terkendala Kuota, PBESI Batal Kirim Tim AOV dan LOL ke SEA Games 2021",https://gizmologi.id/news/pbesi-batal-kirim-tim-ke-sea-games-2021/,https://gizmologi.id/wp-content/uploads/2022/03/WhatsApp-Image-2022-03-10-at-08.33.20-390x220.jpeg,5 April,https://gizmologi.id/author/aditya/,Aditya Fajar,0, 212 
Lebih dari 200 Kreator NFT Bakal Tampil di Indo NFT Festiverse Yogyakarta,https://gizmologi.id/news/indo-nft-festiverse-yogyakarta/,https://gizmologi.id/wp-content/uploads/2021/08/Ilustrasi-NFT-kripto-123rf-troggt.jpg,5 April,https://gizmologi.id/author/mrbambang/,Bambang Dwi Atmoko,0, 222 
"Elon Musk Borong 9,2% Saham Twitter, Mau Buat Apa?",https://gizmologi.id/news/elon-musk-kuasai-9-saham-twitter/,https://gizmologi.id/wp-content/uploads/2019/07/Elon-Musk.jpg,5 April,https://gizmologi.id/author/aditya/,Aditya Fajar,0, 172 
Pemerintah Dorong E-commerce Bantu Digitalisasi UMKM,https://gizmologi.id/news/pemerintah-kolaborasi-digitalisasi-umkm/,https://gizmologi.id/wp-content/uploads/2021/07/transaksi_UMKM_LinkAja.jpg,5 April,https://gizmologi.id/author/aditya/,Aditya Fajar,0, 175 
Menkominfo: Migrasi Jaringan 3G ke 4G Dukung Transformasi Digital,https://gizmologi.id/news/menkominfo-migrasi-jaringan-3g-ke-4g-dukung-transformasi-digital/,https://gizmologi.id/wp-content/uploads/2021/09/Raker-Komite-I-DPD-Menkominfo-Berto-4.jpeg,5 April,https://gizmologi.id/author/aditya/,Aditya Fajar,0, 196 
"Meriahkan Ramadan, Game Kolak Express 3 Diadaptasi Jadi Web Series di MAXstream",https://gizmologi.id/news/showbiz/kolak-express-3-the-series-adaptasi-game/,https://gizmologi.id/wp-content/uploads/2022/04/Kolak-Express-3-The-Series-390x220.jpg,4 April,https://gizmologi.id/author/mrbambang/,Bambang Dwi Atmoko,0, 285 
"Samsung Galaxy Movie Studio 2022, Kompetisi Web Series Sineas Muda Indonesia",https://gizmologi.id/news/samsung-galaxy-movie-studio-2022/,https://gizmologi.id/wp-content/uploads/2022/04/18-1-390x220.jpg,4 April,https://gizmologi.id/author/aditya/,Aditya Fajar,0, 183 
"Pengembang Metaverse WIR Group Melantai di BEI, Saham Melesat 34,52%",https://gizmologi.id/news/wir-group-bei/,https://gizmologi.id/wp-content/uploads/2022/04/Bursa-Efek-Indonesia-BEI-390x220.jpg,4 April,https://gizmologi.id/author/mrbambang/,Bambang Dwi Atmoko,0, 224 
Eropa dan NASA Sukses Memotret Matahari dengan Resolusi Tertinggi,https://gizmologi.id/news/eropa-nasa-memotret-matahari-resolusi-tertinggi/,https://gizmologi.id/wp-content/uploads/2022/04/Screenshot_2022-04-02-15-46-12-29_6a0ac8ff4c856533d910a83864022798_copy_1024x684-390x220.jpg,4 April,https://gizmologi.id/author/aditya/,Aditya Fajar,0, 193 
"Kinerja Akseleran Q1 2022: Salurkan Pinjaman Usaha Rp600 miliar, Tumbuh 76%",https://gizmologi.id/news/fintech/kinerja-akseleran-q1-2022/,https://gizmologi.id/wp-content/uploads/2022/04/Akseleran-390x220.jpg,2 April,https://gizmologi.id/author/mrbambang/,Bambang Dwi Atmoko,0, 214 
"Gotrade, Aplikasi Investasi Saham Perusahaan AS Hadir Resmi di Indonesia",https://gizmologi.id/news/fintech/gotrade-indonesia-aplikasi-saham/,https://gizmologi.id/wp-content/uploads/2022/04/GoTrade-Indonesia-390x220.jpg,2 April,https://gizmologi.id/author/mrbambang/,Bambang Dwi Atmoko,0, 498 
"Samsung Buka Pre-Order Galaxy A33 5G, Harga Mulai Rp4 Jutaan",https://gizmologi.id/news/pre-order-samsung-galaxy-a33-5g/,https://gizmologi.id/wp-content/uploads/2022/04/Samsung-Galaxy-A33-390x220.jpeg,2 April,https://gizmologi.id/author/mrbambang/,Bambang Dwi Atmoko,0, 295 
"Rayakan Ramadan, Tokopedia Obral Diskon, Bebas Ongkir dan Live Shopping",https://gizmologi.id/news/tokopedia-ramadan-ekstra-2022/,https://gizmologi.id/wp-content/uploads/2022/04/Tokopedia-Ramadan-Ekstra-390x220.jpeg,2 April,https://gizmologi.id/author/mrbambang/,Bambang Dwi Atmoko,0, 220 
"Susul Operator Lain, Smartfren Segera Gelar Uji Layak Operasional 5G",https://gizmologi.id/news/smartfren-operasional-5g/,https://gizmologi.id/wp-content/uploads/2021/12/BTS-Smartfren-di-BSD-Tangerang.jpg,1 April,https://gizmologi.id/author/aditya/,Aditya Fajar,0, 231 
Harrisma Ungkap Keunggulan Teknologi PoC dari Hytera Dibandingkan Ponsel,https://gizmologi.id/news/enterprise/hytera-poc/,https://gizmologi.id/wp-content/uploads/2022/04/hytera-390x220.jpg,1 April,https://gizmologi.id/author/chawir/,Chandra Wirawan,0, 249 
Hyundai Kenalkan Mobil Listrik IONIQ 5 Rakitan Pabrik Cikarang,https://gizmologi.id/news/tech/hyundai-mobil-listrik-ioniq-5-pabrik-cikarang/,https://gizmologi.id/wp-content/uploads/2022/03/WhatsApp-Image-2022-03-31-at-18.05.56-1-e1648732462720-390x220.jpeg,1 April,https://gizmologi.id/author/aditya/,Aditya Fajar,0, 216 
